year,area_sqft,declared_value,sro_name,distance_to_metro_m,property_type,treated,post,price_sqft
2012,2000,5927189,Chromepet,1632,House,0,0,2963.59
2022,1200,7862989,Ekkattuthangal,902,Apartment,1,1,6552.49
2011,1200,5647896,Alandur,929,Commercial,1,0,4706.58
2012,1000,2843306,Nanganallur,2185,Apartment,0,0,2843.31
2015,1200,7056417,T. Nagar,335,Apartment,1,1,5880.35
2016,1500,7786864,Nanganallur,1891,Commercial,0,1,5191.24
2016,1200,6718279,Saidapet,879,House,1,1,5598.57
2018,2500,8345728,Chromepet,2405,Apartment,0,1,3338.29
2018,600,3359232,Alandur,1056,Apartment,0,1,5598.72
2014,1500,6774796,Saidapet,762,Apartment,1,0,4516.53
2018,1200,7543720,Guindy,144,Apartment,1,1,6286.43
2018,1200,4879858,Chromepet,2132,Apartment,0,1,4066.55
2023,1500,14620232,T. Nagar,270,Apartment,1,1,9746.82
2014,1000,5010011,Guindy,478,Apartment,1,0,5010.01
2012,1000,3718064,Ekkattuthangal,621,House,1,0,3718.06
2018,1000,6718105,Saidapet,479,House,1,1,6718.11
2012,2000,12541468,Adyar,2997,House,0,0,6270.73
2018,1200,5277722,Ekkattuthangal,652,Plot,1,1,4398.1
2020,2500,14713595,Ekkattuthangal,579,Apartment,1,1,5885.44
2013,1000,3353766,Alandur,756,Apartment,1,0,3353.77
2021,1200,6154316,Chromepet,1543,House,0,1,5128.6
2021,1200,12697421,T. Nagar,482,Apartment,1,1,10581.18
2014,1200,6980314,Mylapore,2494,Apartment,0,0,5816.93
2013,1000,3100517,Chromepet,2473,Apartment,0,0,3100.52
2013,2000,10585893,T. Nagar,163,Apartment,1,0,5292.95
2021,1000,7127310,Mylapore,3242,Apartment,0,1,7127.31
2014,2000,10819761,Adyar,2596,House,0,0,5409.88
2020,800,5804757,Guindy,337,Apartment,1,1,7255.95
2011,1000,2751943,Nanganallur,1448,Apartment,0,0,2751.94
2014,1500,4069920,Ekkattuthangal,606,Apartment,1,0,2713.28
2015,1000,3321942,Chromepet,3597,Apartment,0,1,3321.94
2022,1000,4002243,Chromepet,2273,Apartment,0,1,4002.24
2012,1200,3980448,Ekkattuthangal,574,House,1,0,3317.04
2014,1200,7747763,Mylapore,2973,Apartment,0,0,6456.47
2020,1500,9715996,Ekkattuthangal,635,Apartment,1,1,6477.33
2014,2000,7741458,Ekkattuthangal,541,Apartment,1,0,3870.73
2016,1000,7000972,T. Nagar,345,Apartment,1,1,7000.97
2022,1500,14245725,Adyar,1592,House,0,1,9497.15
2017,2000,12509967,Mylapore,2315,Apartment,0,1,6254.98
2017,1200,7840349,Mylapore,2570,Apartment,0,1,6533.62
2015,800,4318909,Adyar,1835,Apartment,0,1,5398.64
2014,600,2808372,Saidapet,304,House,1,0,4680.62
2019,1200,10362132,Guindy,372,Apartment,1,1,8635.11
2013,2000,6670881,Guindy,360,Plot,1,0,3335.44
2012,1500,8852597,Mylapore,2043,House,0,0,5901.73
2021,1500,7159509,Chromepet,3021,Apartment,0,1,4773.01
2021,2000,12494947,Saidapet,783,Apartment,1,1,6247.47
2013,2000,4218075,Chromepet,1745,Plot,0,0,2109.04
2019,1500,8964382,Chromepet,2695,Commercial,0,1,5976.25
2020,800,4341879,Guindy,616,Plot,1,1,5427.35
2017,800,5477258,Guindy,499,Apartment,1,1,6846.57
2011,1500,5543807,Guindy,472,Apartment,1,0,3695.87
2017,1200,2970280,Tambaram,2731,Plot,0,1,2475.23
2012,1200,4074863,Nanganallur,948,House,1,0,3395.72
2019,2500,12868422,Nanganallur,1668,House,0,1,5147.37
2015,2500,7478180,Tambaram,3060,Apartment,0,1,2991.27
2022,1500,12336574,Mylapore,1506,Apartment,0,1,8224.38
2022,1500,13116929,Adyar,2504,Apartment,0,1,8744.62
2011,1500,7038024,Saidapet,357,Commercial,1,0,4692.02
2017,1000,6330995,Alandur,312,Apartment,1,1,6331.0
2022,2000,20159070,Mylapore,1810,House,0,1,10079.54
2019,600,2477043,Chromepet,3063,Apartment,0,1,4128.41
2020,1200,7850105,T. Nagar,394,Plot,1,1,6541.75
2013,800,2462445,Nanganallur,2279,Apartment,0,0,3078.06
2011,2500,7231523,Nanganallur,907,Apartment,1,0,2892.61
2011,1200,4266080,Guindy,779,House,1,0,3555.07
2022,1500,14140906,T. Nagar,677,House,1,1,9427.27
2017,600,4153445,Guindy,260,Apartment,1,1,6922.41
2020,1500,11732623,Adyar,1662,Apartment,0,1,7821.75
2014,800,3777485,Guindy,379,Apartment,1,0,4721.86
2014,1200,7183783,Mylapore,2476,Apartment,0,0,5986.49
2020,1000,3264465,Chromepet,2702,Apartment,0,1,3264.47
2020,2000,14992469,Alandur,836,House,1,1,7496.23
2016,1500,5304056,Chromepet,2291,Apartment,0,1,3536.04
2015,1500,8292973,Saidapet,516,Apartment,1,1,5528.65
2012,2500,13865599,Saidapet,234,Commercial,1,0,5546.24
2014,1500,9262425,Adyar,1730,House,0,0,6174.95
2017,1000,3946475,Nanganallur,1474,Apartment,0,1,3946.48
2016,2000,5973772,Chromepet,1528,Apartment,0,1,2986.89
2014,2500,12878323,Adyar,2063,Apartment,0,0,5151.33
2019,1200,7543492,T. Nagar,308,Plot,1,1,6286.24
2021,1500,12673457,Saidapet,466,Apartment,1,1,8448.97
2020,600,3609725,Ekkattuthangal,320,Apartment,1,1,6016.21
2022,1500,7148645,Tambaram,3622,House,0,1,4765.76
2011,1500,2345334,Tambaram,4044,Plot,0,0,1563.56
2023,2500,18139029,Alandur,535,Apartment,1,1,7255.61
2020,1200,9430258,Guindy,678,House,1,1,7858.55
2013,2000,7059397,Adyar,2955,Plot,0,0,3529.7
2015,1200,5817136,Alandur,428,Apartment,1,1,4847.61
2013,1000,2923849,Nanganallur,1729,Apartment,0,0,2923.85
2018,1200,9288370,Adyar,2529,House,0,1,7740.31
2013,2500,13007458,Alandur,827,Commercial,1,0,5202.98
2016,3000,13716099,Ekkattuthangal,609,Apartment,1,1,4572.03
2011,600,1919104,Adyar,1842,Plot,0,0,3198.51
2016,1500,11863628,Mylapore,1670,House,0,1,7909.09
2018,1200,7773580,Guindy,307,Apartment,1,1,6477.98
2014,1500,3633492,Tambaram,4925,Apartment,0,0,2422.33
2017,3000,22543978,Guindy,215,House,1,1,7514.66
2016,1200,4088724,Tambaram,3725,Apartment,0,1,3407.27
2011,1000,4107919,Saidapet,757,House,1,0,4107.92
2012,800,1746419,Tambaram,2077,Apartment,0,0,2183.02
2021,1500,9841992,Mylapore,2899,Plot,0,1,6561.33
2021,2000,10998912,Nanganallur,1623,Apartment,0,1,5499.46
2022,1000,5304908,Nanganallur,1288,Apartment,0,1,5304.91
2017,600,4369165,Mylapore,2848,Apartment,0,1,7281.94
2020,2500,23400467,Mylapore,2942,Apartment,0,1,9360.19
2023,2000,16576325,Ekkattuthangal,471,House,1,1,8288.16
2014,1000,2934246,Tambaram,3331,Apartment,0,0,2934.25
2014,1200,4301596,Ekkattuthangal,731,Apartment,1,0,3584.66
2019,1500,14456008,T. Nagar,550,Commercial,1,1,9637.34
2022,1200,10288050,Adyar,2689,Apartment,0,1,8573.38
2018,1200,7742445,Guindy,675,Apartment,1,1,6452.04
2023,1000,11185694,T. Nagar,606,Apartment,1,1,11185.69
2013,1200,5900722,Mylapore,3385,Apartment,0,0,4917.27
2016,1200,7846885,Guindy,234,House,1,1,6539.07
2011,2000,7094450,Saidapet,567,Apartment,1,0,3547.23
2014,2000,7962683,Ekkattuthangal,854,House,1,0,3981.34
2018,1000,7069257,T. Nagar,248,Apartment,1,1,7069.26
2018,1000,7870502,Ekkattuthangal,468,Commercial,1,1,7870.5
2016,2000,12943023,Adyar,1760,House,0,1,6471.51
2016,1000,6071636,Adyar,2380,House,0,1,6071.64
2015,1000,2561725,Chromepet,2654,Plot,0,1,2561.73
2019,1500,7107462,Nanganallur,801,House,1,1,4738.31
2018,1200,8339445,Ekkattuthangal,592,Commercial,1,1,6949.54
2023,1200,6607888,Nanganallur,1243,Apartment,0,1,5506.57
2020,1200,9088580,Adyar,1627,Apartment,0,1,7573.82
2016,800,4339726,Alandur,908,House,1,1,5424.66
2012,1000,2616986,Tambaram,2895,House,0,0,2616.99
2020,1500,7190187,Ekkattuthangal,599,Plot,1,1,4793.46
2011,1500,7274929,Adyar,1946,House,0,0,4849.95
2011,800,2251673,Guindy,144,Plot,1,0,2814.59
2015,1200,4000898,Chromepet,2350,House,0,1,3334.08
2011,1200,3552549,Chromepet,2127,Commercial,0,0,2960.46
2020,800,7505597,Adyar,2560,Commercial,0,1,9382.0
2015,2500,6692188,Tambaram,3351,Apartment,0,1,2676.88
2023,1200,7539612,Nanganallur,2090,House,0,1,6283.01
2017,1200,9141171,Ekkattuthangal,910,Commercial,1,1,7617.64
2022,1500,10962216,Saidapet,506,Apartment,1,1,7308.14
2011,800,2208589,Saidapet,208,Plot,1,0,2760.74
2015,1000,6760054,Saidapet,307,House,1,1,6760.05
2011,3000,12197549,Nanganallur,848,Commercial,1,0,4065.85
2022,800,5854307,Saidapet,677,House,1,1,7317.88
2022,1000,9644592,Saidapet,310,Commercial,1,1,9644.59
2019,1500,6155964,Nanganallur,1113,Apartment,0,1,4103.98
2018,600,4899139,Guindy,709,Apartment,1,1,8165.23
2014,2000,8465038,Guindy,154,Apartment,1,0,4232.52
2016,2000,6726448,Tambaram,4884,House,0,1,3363.22
2017,1200,10812779,Mylapore,3338,Commercial,0,1,9010.65
2019,1200,5242504,Nanganallur,2217,Apartment,0,1,4368.75
2019,800,5940130,Guindy,105,Apartment,1,1,7425.16
2012,2000,10328843,T. Nagar,675,House,1,0,5164.42
2015,2000,6642837,Chromepet,2182,Apartment,0,1,3321.42
2022,1000,8583557,Ekkattuthangal,512,House,1,1,8583.56
2022,1500,10214044,Ekkattuthangal,883,Apartment,1,1,6809.36
2018,1500,4367106,Tambaram,4808,Apartment,0,1,2911.4
2012,1500,6824575,Guindy,450,Apartment,1,0,4549.72
2019,2000,17878587,Saidapet,239,Commercial,1,1,8939.29
2023,800,7834334,Mylapore,2459,House,0,1,9792.92
2016,1200,5569267,Alandur,340,Apartment,1,1,4641.06
2023,2000,9538553,Tambaram,3061,Apartment,0,1,4769.28
2014,800,3311405,Saidapet,716,Apartment,1,0,4139.26
2018,1200,8906352,Saidapet,413,Apartment,1,1,7421.96
2020,2000,16881690,Alandur,950,Commercial,1,1,8440.85
2022,2000,15347826,Mylapore,2569,Plot,0,1,7673.91
2020,1000,3672176,Tambaram,3757,Apartment,0,1,3672.18
2023,600,2647469,Tambaram,2190,Apartment,0,1,4412.45
2013,1200,7077844,Mylapore,1965,Apartment,0,0,5898.2
2018,1000,6448141,Saidapet,761,House,1,1,6448.14
2020,800,3113582,Nanganallur,2330,Apartment,0,1,3891.98
2013,1200,5574405,T. Nagar,630,Apartment,1,0,4645.34
2011,600,2724859,Ekkattuthangal,905,Commercial,1,0,4541.43
2020,2000,8844150,Chromepet,2797,Apartment,0,1,4422.08
2021,1200,7043089,Ekkattuthangal,302,Apartment,1,1,5869.24
2019,2000,14634251,Guindy,668,Apartment,1,1,7317.13
2015,1000,6746752,Mylapore,2990,House,0,1,6746.75
2017,1000,2865151,Tambaram,2846,Apartment,0,1,2865.15
2016,1500,5624926,Tambaram,2235,House,0,1,3749.95
2021,2000,10331425,Nanganallur,2019,Apartment,0,1,5165.71
2022,2000,20765091,T. Nagar,339,House,1,1,10382.55
2012,1500,7296913,Mylapore,3078,Apartment,0,0,4864.61
2019,1500,8215475,Ekkattuthangal,444,Apartment,1,1,5476.98
2014,1000,4032894,Alandur,874,Apartment,1,0,4032.89
2019,1000,5039804,Ekkattuthangal,322,Apartment,1,1,5039.8
2021,1200,9510938,Adyar,2442,House,0,1,7925.78
2012,2500,9417831,Saidapet,422,Apartment,1,0,3767.13
2014,1200,4316275,Tambaram,4952,Commercial,0,0,3596.9
2012,1200,3395613,Nanganallur,1343,Apartment,0,0,2829.68
2018,2000,15049887,Mylapore,1954,House,0,1,7524.94
2011,2000,5044239,Nanganallur,883,Apartment,1,0,2522.12
2013,800,4000052,Ekkattuthangal,849,Commercial,1,0,5000.07
2013,1500,5032665,Nanganallur,1379,House,0,0,3355.11
2014,800,2933838,Nanganallur,1085,House,0,0,3667.3
2020,1500,11982075,Mylapore,3364,Apartment,0,1,7988.05
2023,600,4117717,Saidapet,242,Plot,1,1,6862.86
2013,1200,6188599,Adyar,2636,Apartment,0,0,5157.17
2014,2500,8626163,Mylapore,2451,Plot,0,0,3450.47
2017,1500,10441665,T. Nagar,345,Apartment,1,1,6961.11
2016,1000,6251524,Guindy,611,House,1,1,6251.52
2015,1500,8177650,Saidapet,511,Apartment,1,1,5451.77
2019,1000,6665346,Nanganallur,2490,Commercial,0,1,6665.35
2011,2500,9168382,Saidapet,420,Apartment,1,0,3667.35
2014,1200,4999748,Ekkattuthangal,410,Apartment,1,0,4166.46
2020,1500,17159638,Mylapore,2804,Commercial,0,1,11439.76
2020,1500,6358929,Tambaram,3711,Apartment,0,1,4239.29
2019,1000,7429332,Adyar,1439,Apartment,0,1,7429.33
2017,1500,6416072,Alandur,549,Plot,1,1,4277.38
2023,1500,5694975,Tambaram,3082,Apartment,0,1,3796.65
2012,3000,14613138,Mylapore,2852,Apartment,0,0,4871.05
2021,2000,10216191,Chromepet,3229,Apartment,0,1,5108.1
2020,600,2199553,Tambaram,2515,Apartment,0,1,3665.92
2015,1000,7756083,Guindy,147,Commercial,1,1,7756.08
2017,2500,14917345,Saidapet,630,Apartment,1,1,5966.94
2018,1000,6593169,Saidapet,609,Apartment,1,1,6593.17
2023,1000,5931909,Guindy,717,Plot,1,1,5931.91
2022,1200,12065757,Mylapore,1844,House,0,1,10054.8
2021,2000,18777651,Ekkattuthangal,706,Commercial,1,1,9388.83
2011,1000,4529114,Mylapore,3434,Apartment,0,0,4529.11
2023,600,6742549,Mylapore,1711,House,0,1,11237.58
2019,1000,7298097,Adyar,2591,House,0,1,7298.1
2011,600,3122834,Alandur,918,Commercial,1,0,5204.72
2018,3000,15407279,T. Nagar,422,Plot,1,1,5135.76
2011,2500,12013020,Adyar,2304,Apartment,0,0,4805.21
2019,2000,13906003,Saidapet,770,Apartment,1,1,6953.0
2022,2500,14571240,Alandur,1094,Apartment,0,1,5828.5
2021,1500,12125631,T. Nagar,158,Apartment,1,1,8083.75
2016,1200,6729711,Ekkattuthangal,757,House,1,1,5608.09
2011,1200,3304009,Ekkattuthangal,502,Apartment,1,0,2753.34
2016,2000,8773317,Ekkattuthangal,924,Apartment,1,1,4386.66
2017,1000,3909178,Chromepet,2178,Apartment,0,1,3909.18
2015,1200,6011564,Saidapet,507,Apartment,1,1,5009.64
2021,1000,10236270,T. Nagar,588,House,1,1,10236.27
2014,2500,8018276,Chromepet,3517,Apartment,0,0,3207.31
2020,600,2441159,Chromepet,2091,House,0,1,4068.6
2013,1200,3271962,Ekkattuthangal,698,Plot,1,0,2726.64
2017,1500,7164534,Tambaram,3774,Commercial,0,1,4776.36
2011,800,3020216,Guindy,733,Apartment,1,0,3775.27
2017,1500,9787576,Alandur,841,House,1,1,6525.05
2023,1500,15908663,Mylapore,2103,House,0,1,10605.78
2013,2500,9871512,Alandur,328,House,1,0,3948.6
2019,1000,6792639,Guindy,575,Apartment,1,1,6792.64
2020,3000,24891831,Mylapore,2729,House,0,1,8297.28
2013,1500,7548118,T. Nagar,642,Apartment,1,0,5032.08
2018,2000,8340015,Nanganallur,1971,House,0,1,4170.01
2023,2000,10607430,Chromepet,1688,Apartment,0,1,5303.72
2022,800,4113490,Nanganallur,1655,Apartment,0,1,5141.86
2019,2000,7522158,Tambaram,4126,House,0,1,3761.08
2014,1200,5304992,Alandur,735,Apartment,1,0,4420.83
2023,1000,9732174,Adyar,2554,House,0,1,9732.17
2022,800,7215388,Saidapet,314,House,1,1,9019.24
2012,1200,4336357,Saidapet,869,Apartment,1,0,3613.63
2012,1200,6549735,Alandur,426,Commercial,1,0,5458.11
2013,2000,7769579,Alandur,304,Apartment,1,0,3884.79
2015,2000,12354522,Adyar,2481,House,0,1,6177.26
2019,1000,5817963,Ekkattuthangal,665,Apartment,1,1,5817.96
2013,1200,6438088,Guindy,741,Commercial,1,0,5365.07
2022,2500,9770795,Tambaram,3235,Apartment,0,1,3908.32
2012,1000,4833105,Guindy,653,Commercial,1,0,4833.11
2016,1000,4531452,Chromepet,3545,House,0,1,4531.45
2016,1000,6578071,Adyar,2048,Apartment,0,1,6578.07
2019,1000,6287714,Alandur,575,House,1,1,6287.71
2018,600,2324907,Chromepet,2819,Apartment,0,1,3874.85
2021,1000,7502322,Ekkattuthangal,926,House,1,1,7502.32
2018,1500,3847571,Tambaram,2774,Plot,0,1,2565.05
2022,1200,10656233,T. Nagar,462,House,1,1,8880.19
2017,1500,7564845,Chromepet,3142,Commercial,0,1,5043.23
2019,2000,8178075,Nanganallur,977,Apartment,1,1,4089.04
2014,2000,10841820,Adyar,2477,Apartment,0,0,5420.91
2013,1500,6205872,Guindy,351,Apartment,1,0,4137.25
2019,1500,9199819,Guindy,690,Apartment,1,1,6133.21
2016,1000,6705366,T. Nagar,161,Apartment,1,1,6705.37
2021,2000,9711931,Alandur,997,Plot,1,1,4855.97
2017,600,2000912,Tambaram,4721,House,0,1,3334.85
2018,1500,15206696,Guindy,434,Commercial,1,1,10137.8
2014,1000,3005752,Chromepet,3365,Apartment,0,0,3005.75
2017,2000,12113086,Saidapet,344,Apartment,1,1,6056.54
2014,2500,7060633,Guindy,376,Plot,1,0,2824.25
2014,1200,4807627,Saidapet,726,Apartment,1,0,4006.36
2018,1500,12917845,T. Nagar,356,House,1,1,8611.9
2018,800,6948406,Alandur,622,Commercial,1,1,8685.51
2023,1000,9823644,Adyar,2939,Apartment,0,1,9823.64
2018,800,5711770,T. Nagar,649,Apartment,1,1,7139.71
2023,1200,9153784,Nanganallur,1282,Commercial,0,1,7628.15
2011,1200,2976323,Chromepet,2893,House,0,0,2480.27
2023,1500,14155617,Mylapore,2224,Apartment,0,1,9437.08
2022,2000,20144763,T. Nagar,682,Apartment,1,1,10072.38
2011,1000,3874754,Chromepet,1889,Commercial,0,0,3874.75
2016,1000,7467640,T. Nagar,575,House,1,1,7467.64
2017,2500,23260948,Mylapore,1409,Commercial,0,1,9304.38
2015,800,5324081,Guindy,129,House,1,1,6655.1
2022,1000,7770852,Alandur,548,Apartment,1,1,7770.85
2023,2500,18526233,Ekkattuthangal,694,Apartment,1,1,7410.49
2018,1500,10471499,T. Nagar,351,Apartment,1,1,6981.0
2020,1500,16352392,Guindy,150,Commercial,1,1,10901.6
2023,3000,17039918,Chromepet,3791,House,0,1,5679.97
2013,1500,3124775,Tambaram,2238,Apartment,0,0,2083.18
2013,1500,8838306,Mylapore,2815,Apartment,0,0,5892.2
2019,2000,9397694,Nanganallur,1878,House,0,1,4698.85
2016,1500,10444709,Mylapore,2387,House,0,1,6963.14
2012,1200,4532857,Ekkattuthangal,323,Apartment,1,0,3777.38
2016,1000,7387866,Ekkattuthangal,330,Commercial,1,1,7387.87
2022,1500,8474830,Nanganallur,1748,House,0,1,5649.89
2018,1000,3663769,Ekkattuthangal,477,Plot,1,1,3663.77
2020,1500,9708610,Saidapet,577,Apartment,1,1,6472.41
2016,1200,7062288,Mylapore,1802,Apartment,0,1,5885.24
2011,1500,3763365,Chromepet,1676,Apartment,0,0,2508.91
2013,1200,3362697,Nanganallur,2417,Apartment,0,0,2802.25
2013,1000,2747825,Tambaram,2511,House,0,0,2747.83
2021,2000,10985646,Nanganallur,1104,House,0,1,5492.82
2019,2000,14139753,Mylapore,2424,Apartment,0,1,7069.88
2022,1000,7813401,Guindy,374,Apartment,1,1,7813.4
2022,1000,8098681,Alandur,560,House,1,1,8098.68
2022,1000,5309763,Chromepet,1643,House,0,1,5309.76
2022,2000,22235376,Adyar,2514,Commercial,0,1,11117.69
2016,1000,5493947,Alandur,345,House,1,1,5493.95
2014,1200,3772226,Chromepet,3970,Apartment,0,0,3143.52
2018,2000,12769033,Ekkattuthangal,365,Apartment,1,1,6384.52
2017,1000,3061717,Tambaram,4928,House,0,1,3061.72
2013,800,3158271,Saidapet,697,Apartment,1,0,3947.84
2018,1200,3554517,Chromepet,3084,Plot,0,1,2962.1
2018,2500,11318643,Ekkattuthangal,315,Plot,1,1,4527.46
2011,800,3483858,Saidapet,234,House,1,0,4354.82
2023,600,6235122,Guindy,341,House,1,1,10391.87
2013,800,3184435,Saidapet,233,Apartment,1,0,3980.54
2011,1500,5175409,Alandur,566,Apartment,1,0,3450.27
2021,1500,16241877,Mylapore,3353,House,0,1,10827.92
2011,1200,4107087,Alandur,940,Apartment,1,0,3422.57
2023,1200,8206589,Tambaram,3332,Commercial,0,1,6838.82
2021,2000,12496256,Adyar,1278,Plot,0,1,6248.13
2012,1000,2675174,Chromepet,1733,Apartment,0,0,2675.17
2011,2500,6642724,Guindy,216,Plot,1,0,2657.09
2015,2500,9992945,Nanganallur,1097,Apartment,0,1,3997.18
2022,1000,7390271,Alandur,331,Apartment,1,1,7390.27
2016,1000,3501522,Chromepet,3309,House,0,1,3501.52
2012,1000,3596873,Alandur,1015,Apartment,0,0,3596.87
2014,1500,4851735,Nanganallur,1846,Apartment,0,0,3234.49
2018,2000,12483930,Mylapore,1694,Apartment,0,1,6241.97
2015,1200,7134416,Alandur,392,House,1,1,5945.35
2019,800,3717256,Nanganallur,2359,House,0,1,4646.57
2021,1000,9494209,Adyar,1528,House,0,1,9494.21
2014,800,3731204,Guindy,670,House,1,0,4664.01
2023,600,5667426,Mylapore,2264,House,0,1,9445.71
2017,2500,13776670,Alandur,546,Apartment,1,1,5510.67
2012,2500,10748632,Guindy,345,Apartment,1,0,4299.45
2017,600,4816829,T. Nagar,514,Apartment,1,1,8028.05
2017,1200,6267204,Saidapet,231,Apartment,1,1,5222.67
2011,800,2720960,Saidapet,276,Apartment,1,0,3401.2
2019,2500,7972745,Tambaram,4591,Apartment,0,1,3189.1
2013,2000,6010452,Chromepet,3663,Apartment,0,0,3005.23
2018,1500,6660454,Chromepet,1871,House,0,1,4440.3
2015,1000,5253207,Alandur,469,House,1,1,5253.21
2014,1500,7550931,T. Nagar,375,Apartment,1,0,5033.95
2012,800,5409689,Adyar,2920,Commercial,0,0,6762.11
2023,800,4070399,Tambaram,4379,Apartment,0,1,5088.0
2014,1200,5786640,Guindy,462,House,1,0,4822.2
2020,1000,5953665,Nanganallur,1525,Commercial,0,1,5953.67
2012,1200,7225365,Adyar,2225,Commercial,0,0,6021.14
2022,2000,17080593,Alandur,359,Apartment,1,1,8540.3
2018,1500,8781958,Saidapet,577,Apartment,1,1,5854.64
2020,2500,17744600,Guindy,783,Apartment,1,1,7097.84
2014,1200,4062597,Nanganallur,2313,House,0,0,3385.5
2017,800,7575217,Mylapore,2639,Commercial,0,1,9469.02
2019,2500,21342381,Guindy,533,House,1,1,8536.95
2011,1500,4572436,Nanganallur,2105,House,0,0,3048.29
2015,2000,17455737,Adyar,2616,Commercial,0,1,8727.87
2019,800,5967184,Mylapore,2572,Apartment,0,1,7458.98
2017,2000,11608816,Guindy,591,Apartment,1,1,5804.41
2017,1200,4021935,Chromepet,2490,House,0,1,3351.61
2020,2000,17610759,T. Nagar,305,Apartment,1,1,8805.38
2012,1200,4368732,Ekkattuthangal,462,House,1,0,3640.61
2011,2000,9090853,Nanganallur,2094,Commercial,0,0,4545.43
2016,1200,7117890,Saidapet,440,House,1,1,5931.58
2013,600,1625532,Tambaram,3220,Apartment,0,0,2709.22
2022,1000,6550245,Ekkattuthangal,689,Apartment,1,1,6550.25
2017,1000,6986645,Saidapet,614,House,1,1,6986.65
2020,800,5108715,Alandur,913,Apartment,1,1,6385.89
2012,800,3254623,Alandur,661,Apartment,1,0,4068.28
2023,1500,21269367,Mylapore,2424,Commercial,0,1,14179.58
2018,1200,11981980,Guindy,131,Commercial,1,1,9984.98
2017,1200,8858671,Mylapore,2022,Apartment,0,1,7382.23
2014,800,2924405,Saidapet,804,Apartment,1,0,3655.51
2021,1000,8753397,Guindy,365,Apartment,1,1,8753.4
2013,2500,8054066,Chromepet,2113,House,0,0,3221.63
2011,1500,7965442,T. Nagar,658,Commercial,1,0,5310.3
2012,800,3142415,Guindy,358,Apartment,1,0,3928.02
2019,1000,7170923,Saidapet,550,House,1,1,7170.92
2017,1500,4735488,Tambaram,2392,Apartment,0,1,3156.99
2018,1000,3984443,Ekkattuthangal,631,Plot,1,1,3984.44
2021,1500,6514842,Alandur,720,Plot,1,1,4343.23
2017,1200,8729952,T. Nagar,262,Apartment,1,1,7274.96
2018,1500,8024870,Alandur,715,Apartment,1,1,5349.91
2011,1500,4958890,Alandur,988,House,1,0,3305.93
2012,1000,2415792,Tambaram,2566,House,0,0,2415.79
2020,2000,18294886,Alandur,965,Commercial,1,1,9147.44
2021,1000,9676088,Guindy,361,House,1,1,9676.09
2012,1500,5696757,Ekkattuthangal,768,Apartment,1,0,3797.84
2013,1000,6539364,Mylapore,3379,House,0,0,6539.36
2018,600,3573743,Alandur,506,Apartment,1,1,5956.24
2011,2500,8596177,Alandur,1006,House,0,0,3438.47
2016,1200,5153856,Saidapet,509,Plot,1,1,4294.88
2013,800,2121985,Tambaram,2591,Apartment,0,0,2652.48
2015,2500,19089391,Guindy,462,Commercial,1,1,7635.76
2015,1500,10779454,Alandur,425,Commercial,1,1,7186.3
2019,1500,5606950,Tambaram,2619,Apartment,0,1,3737.97
2011,3000,7252865,Tambaram,3900,Apartment,0,0,2417.62
2013,2000,10273384,Adyar,2026,Apartment,0,0,5136.69
2011,1000,3264942,Alandur,394,Apartment,1,0,3264.94
2014,1200,7848048,Mylapore,2516,House,0,0,6540.04
2016,2500,11409150,T. Nagar,521,Plot,1,1,4563.66
2017,1500,9727663,Alandur,513,House,1,1,6485.11
2014,1200,5013694,Alandur,1078,House,0,0,4178.08
2015,800,5957721,Adyar,1382,Commercial,0,1,7447.15
2020,1200,7439071,Nanganallur,1526,Commercial,0,1,6199.23
2020,1500,13785148,Saidapet,878,Commercial,1,1,9190.1
2019,800,4844636,Mylapore,3037,Plot,0,1,6055.8
2013,2500,7059573,Alandur,264,Plot,1,0,2823.83
2012,1200,3327976,Chromepet,3215,Apartment,0,0,2773.31
2018,2000,9125926,Nanganallur,2141,House,0,1,4562.96
2018,800,6310543,Guindy,131,Apartment,1,1,7888.18
2012,1500,6937928,Adyar,2508,House,0,0,4625.29
2017,2000,4207385,Chromepet,3316,Plot,0,1,2103.69
2011,1500,5694565,Guindy,581,Apartment,1,0,3796.38
2011,1200,1947505,Tambaram,2160,Plot,0,0,1622.92
2021,800,3939159,Chromepet,3325,House,0,1,4923.95
2022,1200,9393370,Guindy,248,Apartment,1,1,7827.81
2021,3000,22637434,Adyar,2761,Apartment,0,1,7545.81
2013,1200,9681249,Adyar,2658,Commercial,0,0,8067.71
2022,1500,14861747,Ekkattuthangal,675,Commercial,1,1,9907.83
2021,3000,34230234,Saidapet,307,Commercial,1,1,11410.08
2023,1000,9683196,Adyar,2001,House,0,1,9683.2
2017,1500,11574312,Mylapore,3327,Apartment,0,1,7716.21
2018,1200,9434474,Guindy,771,House,1,1,7862.06
2023,1200,5753805,Chromepet,2565,Apartment,0,1,4794.84
2021,2000,9046421,Nanganallur,1087,Apartment,0,1,4523.21
2023,800,7174969,Mylapore,2727,Apartment,0,1,8968.71
2014,800,2818843,Ekkattuthangal,814,Apartment,1,0,3523.55
2011,1200,4264785,Ekkattuthangal,898,Apartment,1,0,3553.99
2022,1000,8842586,Mylapore,2774,Apartment,0,1,8842.59
2019,1000,7253835,Saidapet,806,House,1,1,7253.84
2019,1200,5701432,Saidapet,397,Plot,1,1,4751.19
2014,1200,7283581,Mylapore,1622,House,0,0,6069.65
